,Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,pid
18,2007-06-16,HOU,SEA,9,P,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1190.0
20,2007-06-11,HOU,@CHC,9,P,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1190.0
21,2007-06-06,HOU,@COL,9,P,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.33299999999999996,1190.0
22,2007-05-31,HOU,CIN,9,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1190.0
23,2007-05-25,HOU,@ARI,9,P,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1190.0
24,2007-05-20,HOU,TEX,9,P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1190.0
25,2007-05-18,HOU,TEX,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1190.0
26,2007-05-15,HOU,SFG,9,P,1,2,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0.5,1190.0
27,2007-05-09,HOU,@CIN,9,P,1,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.33299999999999996,1190.0
28,2007-05-04,HOU,@STL,9,P,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1190.0
29,2007-04-29,HOU,MIL,9,P,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1190.0
30,2007-04-24,HOU,@PIT,9,P,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1190.0
31,2007-04-19,HOU,@CIN,9,P,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1190.0
32,2007-04-14,HOU,@PHI,9,P,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1190.0
33,2007-04-09,HOU,@CHC,9,P,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.33299999999999996,1190.0
34,2007-04-04,HOU,PIT,9,P,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1190.0
0,2016-10-02,MIA,@WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
1,2016-10-01,MIA,@WSN,6,3B,1,4,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.25,1191.0
2,2016-09-30,MIA,@WSN,9,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1191.0
3,2016-09-24,MIA,ATL,5,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
4,2016-09-19,MIA,WSN,5,PH-1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
5,2016-09-18,MIA,@PHI,6,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
6,2016-09-17,MIA,@PHI,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
7,2016-09-16,MIA,@PHI,8,PH-1B,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
8,2016-09-09,MIA,LAD,7,1B,1,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.5,1191.0
9,2016-09-07,MIA,PHI,9,1B,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1191.0
10,2016-09-05,MIA,PHI,6,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
11,2016-09-04,MIA,@CLE,8,3B,1,3,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0.0,1191.0
12,2016-08-29,MIA,@NYM,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
13,2016-08-27,MIA,SDP,6,1B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
14,2016-08-26,MIA,SDP,9,1B,1,4,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.25,1191.0
15,2016-08-25,MIA,KCR,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
16,2016-08-23,MIA,KCR,9,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
17,2016-08-18,MIA,@CIN,6,1B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.25,1191.0
18,2016-08-17,MIA,@CIN,9,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
20,2016-08-16,MIA,@CIN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1191.0
21,2016-08-15,MIA,@CIN,7,1B,1,3,4,2,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0.0,0.667,1191.0
22,2016-08-14,MIA,CHW,5,1B,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.33299999999999996,1191.0
23,2016-08-12,MIA,CHW,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
24,2016-08-10,MIA,SFG,5,PH-1B,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1191.0
25,2016-08-09,MIA,SFG,6,1B,1,3,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0.0,1191.0
26,2016-08-08,MIA,SFG,9,PH-1B,1,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.5,1191.0
27,2016-08-07,MIA,@COL,5,PH-1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1191.0
28,2016-08-06,MIA,@COL,7,1B,1,5,5,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.2,1191.0
29,2016-08-05,MIA,@COL,7,1B,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.25,1191.0
30,2016-08-03,MIA,@CHC,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
31,2016-08-02,MIA,@CHC,7,1B,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,1191.0
32,2016-08-01,MIA,@CHC,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
33,2016-07-31,MIA,STL,7,1B,1,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.33299999999999996,1191.0
34,2016-07-30,MIA,STL,6,1B,1,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1191.0
35,2016-07-29,MIA,STL,9,PH,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,1.0,1191.0
36,2016-07-28,MIA,STL,9,1B,1,2,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.5,1191.0
37,2016-07-26,MIA,PHI,5,PH,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,1191.0
38,2016-07-23,MIA,NYM,7,1B,1,3,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,1191.0
40,2016-07-22,MIA,NYM,7,1B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
41,2016-07-21,MIA,@PHI,6,1B,1,5,5,1,0,1,0,0,1,1,0,0,3,0,0,0,1,0,0.0,0.2,1191.0
42,2016-07-20,MIA,@PHI,7,1B,1,3,3,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0.667,1191.0
43,2016-07-19,MIA,@PHI,7,1B,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.33299999999999996,1191.0
44,2016-07-16,MIA,@STL,7,1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
45,2016-07-15,MIA,@STL,6,1B,1,4,5,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0.0,0.25,1191.0
46,2016-07-10,MIA,CIN,6,1B,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1191.0
47,2016-07-09,MIA,CIN,6,1B,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1191.0
48,2016-07-06,MIA,@NYM,6,3B,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.25,1191.0
49,2016-07-05,MIA,@NYM,6,1B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1191.0
50,2016-07-04,MIA,@NYM,7,1B,1,5,5,3,3,0,0,0,2,1,0,0,1,0,0,0,1,0,0.0,0.6,1191.0
51,2016-07-03,MIA,@ATL,7,1B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
52,2016-07-02,MIA,@ATL,5,1B,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1191.0
53,2016-07-01,MIA,@ATL,1,PH-1B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.33299999999999996,1191.0
54,2016-06-29,MIA,@DET,6,1B,1,5,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.4,1191.0
55,2016-06-26,MIA,CHC,5,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
56,2016-06-25,MIA,CHC,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
57,2016-06-24,MIA,CHC,6,PH-1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
58,2016-06-23,MIA,CHC,7,1B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
60,2016-06-22,MIA,ATL,7,3B-1B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.33299999999999996,1191.0
61,2016-06-21,MIA,ATL,5,PH-1B,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
62,2016-06-20,MIA,COL,5,1B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
63,2016-06-19,MIA,COL,6,1B,1,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.33299999999999996,1191.0
64,2016-06-18,MIA,COL,6,1B,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1191.0
65,2016-06-17,MIA,COL,6,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
66,2016-06-15,MIA,@SDP,5,PH-1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
67,2016-06-14,MIA,@SDP,6,1B,1,3,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.33299999999999996,1191.0
68,2016-06-13,MIA,@SDP,3,LF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
69,2016-06-12,MIA,@ARI,6,1B-3B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.33299999999999996,1191.0
70,2016-06-10,MIA,@ARI,6,1B,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1191.0
71,2016-06-09,MIA,@MIN,6,PH-1B,1,2,2,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0.0,0.5,1191.0
72,2016-06-07,MIA,@MIN,7,1B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.33299999999999996,1191.0
73,2016-06-05,MIA,NYM,9,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
74,2016-06-04,MIA,NYM,6,1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
75,2016-06-03,MIA,NYM,8,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
76,2016-06-02,MIA,PIT,5,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
77,2016-06-01,MIA,PIT,6,1B,1,3,4,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.667,1191.0
78,2016-05-31,MIA,PIT,7,3B-1B,1,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,1191.0
80,2016-05-30,MIA,PIT,6,1B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
81,2016-05-29,MIA,@ATL,5,PH-1B,1,2,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.5,1191.0
82,2016-05-28,MIA,@ATL,4,PH-1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
83,2016-05-26,MIA,@TBR,6,1B,1,5,5,2,1,0,0,1,1,3,0,0,1,0,0,0,0,0,0.0,0.4,1191.0
84,2016-05-25,MIA,@TBR,7,1B,1,4,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0.0,0.0,1191.0
85,2016-05-24,MIA,TBR,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
86,2016-05-23,MIA,TBR,6,1B,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,1191.0
87,2016-05-22,MIA,WSN,9,PH-3B,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1191.0
88,2016-05-18,MIA,@PHI,7,3B,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.33299999999999996,1191.0
89,2016-05-17,MIA,@PHI,9,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1191.0
90,2016-05-16,MIA,@PHI,5,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
91,2016-05-14,MIA,@WSN,9,1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
92,2016-05-13,MIA,@WSN,6,1B,1,4,4,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.25,1191.0
93,2016-05-10,MIA,MIL,8,3B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
94,2016-05-08,MIA,PHI,9,PH-1B,1,2,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0.5,1191.0
95,2016-05-07,MIA,PHI,7,3B-1B,1,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1191.0
96,2016-05-06,MIA,PHI,7,1B,1,3,4,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.33299999999999996,1191.0
97,2016-05-05,MIA,ARI,6,1B,1,4,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.25,1191.0
98,2016-05-04,MIA,ARI,9,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
100,2016-05-03,MIA,ARI,6,1B,1,3,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,1191.0
101,2016-05-01,MIA,@MIL,2,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
102,2016-04-30,MIA,@MIL,9,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
103,2016-04-27,MIA,@LAD,7,1B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.33299999999999996,1191.0
104,2016-04-26,MIA,@LAD,7,1B,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,1191.0
105,2016-04-25,MIA,@LAD,7,PH-1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
106,2016-04-24,MIA,@SFG,5,PH-1B,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,1191.0
107,2016-04-23,MIA,@SFG,6,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1191.0
108,2016-04-21,MIA,WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
109,2016-04-19,MIA,WSN,3,LF,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1191.0
110,2016-04-17,MIA,ATL,6,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1191.0
111,2016-04-16,MIA,ATL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
112,2016-04-13,MIA,@NYM,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
113,2016-04-12,MIA,@NYM,6,PH-1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
114,2016-04-11,MIA,@NYM,6,1B,1,3,5,2,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0.0,0.667,1191.0
115,2016-04-10,MIA,@WSN,9,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
116,2016-04-06,MIA,DET,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1191.0
117,2016-04-05,MIA,DET,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1191.0
0,2005-09-29,MIN,KCR,8,PH-LF,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1192.0
1,2005-09-26,MIN,KCR,2,2B,1,3,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.33299999999999996,1192.0
2,2005-09-20,MIN,@OAK,2,DH,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1192.0
3,2005-09-10,MIN,@CLE,6,2B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,1192.0
4,2005-09-06,MIN,TEX,2,2B,1,3,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.667,1192.0
5,2005-08-31,MIN,@KCR,8,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1192.0
6,2005-08-28,MIN,@TEX,1,PH-LF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1192.0
7,2005-08-27,MIN,@TEX,2,LF,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,1192.0
8,2005-08-24,MIN,CHW,2,LF,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1192.0
9,2005-08-23,MIN,CHW,9,2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1192.0
10,2005-08-20,MIN,SEA,2,2B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1192.0
11,2005-08-19,MIN,SEA,9,2B,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1192.0
12,2005-08-18,MIN,SEA,9,2B,1,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.667,1192.0
13,2005-08-17,MIN,@CHW,3,LF,1,4,5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0.25,1192.0
14,2005-08-16,MIN,@CHW,9,2B,1,6,7,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0.33299999999999996,1192.0
15,2005-08-15,MIN,@CHW,9,2B,1,3,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.667,1192.0
16,2005-07-01,MIN,TBD,6,PR-2B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1192.0
17,2005-06-14,MIN,SFG,8,PH-2B,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1192.0
18,2005-06-07,MIN,@ARI,2,2B,1,4,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.25,1192.0
19,2005-06-05,MIN,NYY,2,2B,1,4,5,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.25,1192.0
20,2005-06-04,MIN,NYY,2,2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1192.0
21,2005-06-03,MIN,NYY,2,2B,1,2,4,2,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0.0,1.0,1192.0
22,2005-06-02,MIN,CLE,7,2B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1192.0
23,2005-06-01,MIN,CLE,2,2B,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.33299999999999996,1192.0
0,2005-09-28,LAD,ARI,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
1,2005-09-24,LAD,PIT,8,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
2,2005-08-06,LAD,@PIT,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
3,2005-07-31,LAD,STL,2,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
4,2005-07-30,LAD,STL,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
5,2005-07-27,LAD,CIN,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
6,2005-07-26,LAD,CIN,2,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
7,2005-07-23,LAD,@NYM,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
8,2005-07-22,LAD,@NYM,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
9,2005-07-21,LAD,@PHI,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
10,2005-07-19,LAD,@PHI,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
11,2005-05-30,LAD,CHC,9,P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1193.0
12,2005-05-25,LAD,@SFG,9,P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1193.0
13,2005-05-20,LAD,LAA,9,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
14,2005-05-18,LAD,FLA,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
15,2005-05-15,LAD,ATL,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
16,2005-05-11,LAD,@STL,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
17,2005-05-10,LAD,@STL,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
18,2005-05-07,LAD,@CIN,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
19,2005-05-06,LAD,@CIN,4,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
20,2005-05-04,LAD,WSN,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1193.0
0,2004-07-06,TEX,@CLE,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1194.0
1,2004-06-28,TEX,@SEA,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1194.0
2,2004-06-23,TEX,SEA,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1194.0
3,2004-06-16,TEX,@CIN,9,P,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.0,0.0,1194.0
0,2006-05-11,SDP,MIL,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1195.0
1,2006-05-08,SDP,CHC,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1195.0
2,2006-05-03,SDP,@LAD,5,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1195.0
3,2006-04-30,SDP,LAD,7,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1195.0
4,2006-04-25,SDP,ARI,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1195.0
5,2006-04-22,SDP,NYM,9,P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1195.0
6,2006-04-19,SDP,@COL,9,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1195.0
7,2006-04-13,SDP,@FLA,9,P,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.5,1195.0
8,2006-04-08,SDP,COL,9,P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1195.0
0,2009-06-06,NYM,@WSN,2,RF,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.25,1197.0
1,2009-06-05,NYM,@WSN,8,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1197.0
2,2009-06-04,NYM,@PIT,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1197.0
0,2010-05-30,SEA,@LAA,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1198.0
1,2010-05-23,SEA,SDP,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1198.0
2,2010-05-21,SEA,SDP,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1198.0
